year,month,country,student_ai_usage_pct,teacher_ai_usage_pct,schools_ai_adoption_pct,avg_daily_ai_usage_min,top_ai_tool,internet_penetration_pct,education_index,government_ai_policy,urban_ai_usage_pct,rural_ai_usage_pct,ai_in_curriculum,gender_gap_ai_usage_pct
2020,April,Germany,35,27,31,14,Microsoft Copilot,93,0.94,Unknown,39,29,No,7
2020,April,Brazil,34,25,27,55,ChatGPT,75,0.7,Draft,37,21,No,4
2020,April,Pakistan,28,33,30,49,Khanmigo,45,0.55,Active,30,18,No,5
2020,April,Nigeria,29,27,29,59,Microsoft Copilot,42,0.52,Draft,34,20,Yes,1
2020,April,Canada,25,32,32,33,Microsoft Copilot,94,0.92,Active,27,18,Yes,10
2020,April,Australia,32,33,32,22,ChatGPT,96,0.93,Active,34,20,Yes,10
2020,May,US,31,29,29,35,ChatGPT,90,0.9,Active,33,17,Yes,5
2020,May,UK,27,31,31,51,Google Gemini,92,0.91,Draft,30,12,No,1
2020,May,China,27,29,25,39,ChatGPT,70,0.75,Unknown,27,21,Yes,4
2020,May,India,25,30,26,60,ChatGPT,50,0.64,Active,27,13,Yes,4
2020,May,Germany,28,30,29,50,Microsoft Copilot,93,0.94,Draft,31,18,No,2
2020,May,Brazil,26,25,29,13,Microsoft Copilot,75,0.7,Unknown,29,15,No,4
2020,May,Pakistan,31,26,27,51,Microsoft Copilot,45,0.55,Active,33,19,No,4
2020,May,Nigeria,26,29,32,40,Khanmigo,42,0.52,Active,31,17,No,1
2020,May,Canada,30,27,25,30,Khanmigo,94,0.92,Unknown,31,23,Yes,8
2020,May,Australia,29,29,27,20,ChatGPT,96,0.93,Draft,31,14,Yes,1
2020,June,US,28,30,27,8,Google Gemini,90,0.9,Draft,28,19,No,9
2020,June,UK,31,25,30,33,Microsoft Copilot,92,0.91,Unknown,31,20,Yes,6
2020,June,China,32,33,27,9,Microsoft Copilot,70,0.75,Draft,34,18,No,5
2020,June,India,34,33,28,21,Google Gemini,50,0.64,Unknown,35,29,Yes,3
2020,June,Germany,25,27,26,25,ChatGPT,93,0.94,Draft,29,19,No,4
2020,June,Brazil,29,32,29,58,Microsoft Copilot,75,0.7,Draft,34,23,Yes,9
2020,June,Pakistan,28,28,29,42,ChatGPT,45,0.55,Draft,32,15,Yes,3
2020,June,Nigeria,32,33,26,53,Microsoft Copilot,42,0.52,Unknown,35,22,Yes,2
2020,June,Canada,32,32,32,15,Google Gemini,94,0.92,Draft,33,26,No,7
2020,June,Australia,26,31,25,43,ChatGPT,96,0.93,Draft,30,14,No,5
2020,July,US,33,29,25,53,Google Gemini,90,0.9,Active,38,24,Yes,9
2020,July,UK,35,33,25,51,Khanmigo,92,0.91,Active,38,20,No,1
2020,July,China,35,29,30,36,Khanmigo,70,0.75,Active,38,21,Yes,7
2020,July,India,25,33,31,32,Khanmigo,50,0.64,Active,26,18,No,4
2020,July,Germany,27,26,29,49,Microsoft Copilot,93,0.94,Draft,32,17,No,3
2020,July,Brazil,34,26,26,7,Google Gemini,75,0.7,Active,34,28,No,9
2020,July,Pakistan,32,32,31,30,Microsoft Copilot,45,0.55,Draft,37,18,No,6
2020,July,Nigeria,25,28,30,37,Khanmigo,42,0.52,Active,26,15,No,7
2020,July,Canada,31,30,28,10,ChatGPT,94,0.92,Unknown,33,23,No,6
2020,July,Australia,32,29,28,50,Microsoft Copilot,96,0.93,Unknown,34,26,Yes,8
2020,August,US,33,26,27,58,Microsoft Copilot,90,0.9,Unknown,36,26,Yes,1
2020,August,UK,26,31,25,49,Khanmigo,92,0.91,Active,26,14,Yes,7
2020,August,China,30,25,31,20,Microsoft Copilot,70,0.75,Unknown,33,20,No,7
2020,August,India,35,33,28,25,ChatGPT,50,0.64,Active,37,21,Yes,2
2020,August,Germany,30,28,30,32,ChatGPT,93,0.94,Active,33,21,No,5
2020,August,Brazil,26,27,30,32,Microsoft Copilot,75,0.7,Unknown,31,16,No,4
2020,August,Pakistan,28,27,32,33,Khanmigo,45,0.55,Unknown,30,20,Yes,6
2020,August,Nigeria,27,27,25,23,Google Gemini,42,0.52,Draft,30,18,No,7
2020,August,Canada,26,33,31,33,Microsoft Copilot,94,0.92,Active,29,17,Yes,10
2020,August,Australia,31,28,31,10,ChatGPT,96,0.93,Draft,32,23,Yes,5
2020,September,US,31,25,26,44,Khanmigo,90,0.9,Draft,33,16,Yes,10
2020,September,UK,33,31,27,12,Khanmigo,92,0.91,Unknown,36,21,No,4
2020,September,China,31,26,26,32,Khanmigo,70,0.75,Unknown,35,26,No,3
2020,September,India,25,33,29,42,Google Gemini,50,0.64,Draft,25,13,No,6
2020,September,Germany,27,28,29,48,Microsoft Copilot,93,0.94,Unknown,28,22,Yes,6
2020,September,Brazil,27,28,25,37,ChatGPT,75,0.7,Unknown,31,22,Yes,3
2020,September,Pakistan,28,27,26,54,Khanmigo,45,0.55,Unknown,30,21,No,5
2020,September,Nigeria,34,33,28,13,ChatGPT,42,0.52,Unknown,37,29,Yes,5
2020,September,Canada,31,29,27,52,Microsoft Copilot,94,0.92,Unknown,33,18,No,1
2020,September,Australia,33,29,28,44,Google Gemini,96,0.93,Unknown,34,21,Yes,3
2020,October,US,32,31,32,23,Khanmigo,90,0.9,Unknown,33,26,Yes,7
2020,October,UK,27,29,26,23,ChatGPT,92,0.91,Unknown,31,12,Yes,1
2020,October,China,33,32,28,44,ChatGPT,70,0.75,Unknown,36,24,No,3
2020,October,India,27,31,26,26,Microsoft Copilot,50,0.64,Active,30,20,Yes,3
2020,October,Germany,32,31,31,39,Google Gemini,93,0.94,Active,36,18,Yes,6
2020,October,Brazil,25,28,31,23,Microsoft Copilot,75,0.7,Draft,26,17,Yes,10
2020,October,Pakistan,28,32,25,48,Google Gemini,45,0.55,Draft,31,14,Yes,10
2020,October,Nigeria,32,27,31,21,Khanmigo,42,0.52,Active,35,18,No,1
2020,October,Canada,34,33,32,51,Khanmigo,94,0.92,Active,34,26,No,3
2020,October,Australia,28,32,26,41,Google Gemini,96,0.93,Draft,29,22,Yes,5
2020,November,US,35,33,29,40,Microsoft Copilot,90,0.9,Unknown,38,25,Yes,9
2020,November,UK,34,29,32,32,Microsoft Copilot,92,0.91,Active,36,23,No,8
2020,November,China,33,30,25,41,Microsoft Copilot,70,0.75,Active,35,28,No,10
2020,November,India,27,26,31,14,Khanmigo,50,0.64,Unknown,32,13,No,5
2020,November,Germany,32,32,26,5,Google Gemini,93,0.94,Active,34,21,Yes,1
2020,November,Brazil,28,33,32,31,Khanmigo,75,0.7,Active,30,15,No,6
2020,November,Pakistan,31,29,31,30,Google Gemini,45,0.55,Active,35,16,Yes,3
2020,November,Nigeria,29,32,28,55,Google Gemini,42,0.52,Draft,33,18,No,3
2020,November,Canada,28,29,25,44,Khanmigo,94,0.92,Active,33,18,No,8
2020,November,Australia,30,25,30,39,Khanmigo,96,0.93,Active,34,19,No,6
2020,December,US,30,29,29,8,Google Gemini,90,0.9,Draft,35,25,No,1
2020,December,UK,25,28,26,33,ChatGPT,92,0.91,Draft,26,10,No,10
2020,December,China,32,25,31,17,Microsoft Copilot,70,0.75,Draft,32,25,Yes,6
2020,December,India,35,31,29,31,ChatGPT,50,0.64,Draft,37,30,Yes,1
2020,December,Germany,30,32,29,44,Google Gemini,93,0.94,Unknown,31,21,No,9
2020,December,Brazil,32,26,26,9,ChatGPT,75,0.7,Unknown,33,18,Yes,4
2020,December,Pakistan,34,29,29,41,Khanmigo,45,0.55,Draft,36,23,Yes,7
2020,December,Nigeria,27,29,31,33,Microsoft Copilot,42,0.52,Unknown,30,15,Yes,8
2020,December,Canada,35,29,27,7,Khanmigo,94,0.92,Draft,35,23,No,3
2020,December,Australia,32,30,29,37,ChatGPT,96,0.93,Draft,32,18,No,10
2021,January,US,40,32,30,43,Microsoft Copilot,90,0.9,Active,43,26,Yes,5
2021,January,UK,40,32,34,53,ChatGPT,92,0.91,Draft,41,33,No,8
2021,January,China,30,32,36,12,ChatGPT,70,0.75,Active,31,16,No,10
2021,January,India,34,33,35,56,Google Gemini,50,0.64,Draft,37,21,No,4
2021,January,Germany,32,35,32,33,Google Gemini,93,0.94,Unknown,35,25,Yes,6
2021,January,Brazil,31,33,37,17,Microsoft Copilot,75,0.7,Active,32,22,Yes,10
2021,January,Pakistan,35,31,31,52,Microsoft Copilot,45,0.55,Active,40,24,No,4
2021,January,Nigeria,32,30,33,12,Microsoft Copilot,42,0.52,Unknown,33,17,No,10
2021,January,Canada,40,37,35,54,Khanmigo,94,0.92,Unknown,42,29,No,1
2021,January,Australia,36,32,34,25,Google Gemini,96,0.93,Draft,37,25,No,2
2021,February,US,39,35,35,39,Microsoft Copilot,90,0.9,Active,43,26,No,6
2021,February,UK,39,37,36,59,Google Gemini,92,0.91,Active,40,30,No,4
2021,February,China,31,32,31,52,Microsoft Copilot,70,0.75,Unknown,31,21,No,10
2021,February,India,33,33,35,56,Microsoft Copilot,50,0.64,Active,34,24,Yes,7
2021,February,Germany,36,36,36,13,Microsoft Copilot,93,0.94,Unknown,37,29,Yes,7
2021,February,Brazil,30,38,36,12,ChatGPT,75,0.7,Draft,33,21,Yes,4
2021,February,Pakistan,32,35,35,35,Google Gemini,45,0.55,Draft,33,22,Yes,5
2021,February,Nigeria,37,31,34,30,ChatGPT,42,0.52,Unknown,41,29,No,6
2021,February,Canada,36,36,35,44,Khanmigo,94,0.92,Active,36,22,Yes,1
2021,February,Australia,31,30,36,31,Microsoft Copilot,96,0.93,Draft,34,17,Yes,9
2021,March,US,31,34,32,42,Microsoft Copilot,90,0.9,Unknown,35,20,No,2
2021,March,UK,37,37,30,41,Google Gemini,92,0.91,Unknown,37,25,Yes,4
2021,March,China,39,30,35,48,Khanmigo,70,0.75,Unknown,40,30,Yes,3
2021,March,India,34,30,31,23,ChatGPT,50,0.64,Draft,35,23,Yes,6
2021,March,Germany,37,37,37,34,Microsoft Copilot,93,0.94,Draft,41,23,Yes,3
2021,March,Brazil,38,36,30,24,Khanmigo,75,0.7,Active,39,24,Yes,4
2021,March,Pakistan,35,38,35,37,Google Gemini,45,0.55,Draft,37,26,No,5
2021,March,Nigeria,37,37,30,50,Microsoft Copilot,42,0.52,Draft,42,22,No,1
2021,March,Canada,32,31,31,59,Google Gemini,94,0.92,Draft,32,24,Yes,4
2021,March,Australia,37,37,35,56,ChatGPT,96,0.93,Active,42,25,Yes,9
2021,April,US,40,35,30,27,Microsoft Copilot,90,0.9,Draft,41,35,Yes,10
2021,April,UK,30,37,35,39,Khanmigo,92,0.91,Draft,31,19,No,6
2021,April,China,40,36,33,42,Microsoft Copilot,70,0.75,Draft,43,25,Yes,6
2021,April,India,33,33,36,14,ChatGPT,50,0.64,Active,33,26,Yes,6
2021,April,Germany,33,32,33,19,ChatGPT,93,0.94,Draft,38,28,No,5
2021,April,Brazil,40,33,32,17,ChatGPT,75,0.7,Active,43,35,Yes,7
2021,April,Pakistan,35,30,35,10,ChatGPT,45,0.55,Unknown,37,23,Yes,10
2021,April,Nigeria,40,33,30,10,Khanmigo,42,0.52,Unknown,41,30,No,9
2021,April,Canada,32,33,36,49,Khanmigo,94,0.92,Active,32,21,No,5
2021,April,Australia,39,37,30,34,Khanmigo,96,0.93,Draft,43,25,Yes,3
2021,May,US,33,38,35,26,Google Gemini,90,0.9,Active,38,23,Yes,9
2021,May,UK,40,35,32,8,Google Gemini,92,0.91,Draft,41,29,No,6
2021,May,China,30,35,31,37,Khanmigo,70,0.75,Draft,32,23,No,9
2021,May,India,36,32,32,30,Khanmigo,50,0.64,Active,38,30,No,9
2021,May,Germany,37,37,34,7,Google Gemini,93,0.94,Draft,42,32,No,2
2021,May,Brazil,39,38,31,55,Khanmigo,75,0.7,Active,41,25,Yes,5
2021,May,Pakistan,35,37,32,6,ChatGPT,45,0.55,Active,37,20,Yes,3
2021,May,Nigeria,34,36,31,51,Google Gemini,42,0.52,Unknown,37,21,Yes,4
2021,May,Canada,31,38,37,53,Microsoft Copilot,94,0.92,Draft,33,16,No,2
2021,May,Australia,33,38,30,35,ChatGPT,96,0.93,Draft,34,26,No,6
2021,June,US,34,31,31,5,Google Gemini,90,0.9,Active,38,23,Yes,5
2021,June,UK,34,38,34,11,Microsoft Copilot,92,0.91,Unknown,36,23,Yes,9
2021,June,China,39,35,30,30,Google Gemini,70,0.75,Draft,39,31,No,3
2021,June,India,34,33,32,21,Google Gemini,50,0.64,Unknown,38,29,No,2
2021,June,Germany,33,30,35,33,Microsoft Copilot,93,0.94,Unknown,34,18,Yes,10
2021,June,Brazil,35,30,32,11,ChatGPT,75,0.7,Unknown,35,23,No,5
2021,June,Pakistan,39,37,37,56,ChatGPT,45,0.55,Draft,44,25,Yes,2
2021,June,Nigeria,40,31,37,31,Google Gemini,42,0.52,Unknown,43,34,No,2
2021,June,Canada,36,31,31,48,Microsoft Copilot,94,0.92,Active,36,29,No,1
2021,June,Australia,30,34,30,6,Microsoft Copilot,96,0.93,Active,35,17,No,9
2021,July,US,35,37,30,60,Google Gemini,90,0.9,Active,39,26,Yes,1
2021,July,UK,32,34,34,41,Google Gemini,92,0.91,Draft,32,27,Yes,10
2021,July,China,40,32,37,36,Khanmigo,70,0.75,Unknown,41,32,No,1
2021,July,India,32,36,33,49,Google Gemini,50,0.64,Unknown,33,19,Yes,1
2021,July,Germany,31,38,30,58,Microsoft Copilot,93,0.94,Active,33,22,Yes,9
2021,July,Brazil,33,34,37,60,Google Gemini,75,0.7,Draft,37,24,No,2
2021,July,Pakistan,32,37,31,44,Khanmigo,45,0.55,Draft,34,17,No,5
2021,July,Nigeria,39,32,37,13,Google Gemini,42,0.52,Unknown,40,31,No,8
2021,July,Canada,32,37,32,30,Google Gemini,94,0.92,Unknown,35,22,Yes,10
2021,July,Australia,34,31,32,36,Khanmigo,96,0.93,Unknown,37,20,No,1
2021,August,US,37,33,34,15,Microsoft Copilot,90,0.9,Draft,38,31,Yes,8
2021,August,UK,33,36,31,32,Khanmigo,92,0.91,Unknown,34,27,Yes,8
2021,August,China,30,38,36,23,Microsoft Copilot,70,0.75,Unknown,35,21,No,1
2021,August,India,32,32,33,29,Google Gemini,50,0.64,Unknown,35,26,Yes,6
2021,August,Germany,30,36,36,19,ChatGPT,93,0.94,Draft,31,23,No,1
2021,August,Brazil,35,31,37,33,Google Gemini,75,0.7,Unknown,35,27,Yes,6
2021,August,Pakistan,39,35,30,36,Google Gemini,45,0.55,Active,40,30,Yes,6
2021,August,Nigeria,37,35,35,34,Microsoft Copilot,42,0.52,Active,39,31,Yes,1
2021,August,Canada,40,34,30,36,Microsoft Copilot,94,0.92,Draft,40,26,Yes,7
2021,August,Australia,36,36,34,30,Khanmigo,96,0.93,Draft,36,31,Yes,7
2021,September,US,38,37,36,10,Khanmigo,90,0.9,Active,43,29,Yes,7
2021,September,UK,31,38,31,27,Microsoft Copilot,92,0.91,Active,31,25,Yes,1
2021,September,China,33,31,31,39,ChatGPT,70,0.75,Unknown,37,27,Yes,3
2021,September,India,31,31,34,28,Google Gemini,50,0.64,Active,36,16,No,6
2021,September,Germany,38,38,36,39,ChatGPT,93,0.94,Active,43,23,No,1
2021,September,Brazil,34,32,36,27,Google Gemini,75,0.7,Unknown,36,24,No,3
2021,September,Pakistan,34,32,31,27,Microsoft Copilot,45,0.55,Active,36,23,Yes,6
2021,September,Nigeria,37,35,37,24,Microsoft Copilot,42,0.52,Unknown,37,30,No,1
2021,September,Canada,38,36,34,10,ChatGPT,94,0.92,Unknown,39,27,Yes,1
2021,September,Australia,35,36,35,51,Microsoft Copilot,96,0.93,Unknown,39,25,No,7
2021,October,US,38,33,35,44,Google Gemini,90,0.9,Active,39,24,No,1
2021,October,UK,39,31,32,52,Khanmigo,92,0.91,Active,43,28,No,4
2021,October,China,30,32,31,28,ChatGPT,70,0.75,Draft,35,15,Yes,5
2021,October,India,34,30,31,49,Microsoft Copilot,50,0.64,Unknown,34,27,Yes,3
2021,October,Germany,35,34,34,60,Microsoft Copilot,93,0.94,Draft,38,27,Yes,10
2021,October,Brazil,30,36,34,16,ChatGPT,75,0.7,Active,30,21,Yes,1
2021,October,Pakistan,38,34,36,47,Microsoft Copilot,45,0.55,Active,43,28,Yes,6
2021,October,Nigeria,40,35,33,20,Khanmigo,42,0.52,Draft,45,25,Yes,4
2021,October,Canada,40,32,37,58,Google Gemini,94,0.92,Active,45,27,Yes,9
2021,October,Australia,40,38,36,56,ChatGPT,96,0.93,Draft,40,31,Yes,2
2021,November,US,36,32,34,35,ChatGPT,90,0.9,Unknown,37,29,No,1
2021,November,UK,39,37,37,32,ChatGPT,92,0.91,Active,42,31,No,9
2021,November,China,34,37,34,24,Khanmigo,70,0.75,Draft,36,24,No,10
2021,November,India,33,34,31,33,Google Gemini,50,0.64,Unknown,38,22,Yes,7
2021,November,Germany,36,38,36,22,Google Gemini,93,0.94,Draft,41,30,Yes,2
2021,November,Brazil,35,38,33,18,Khanmigo,75,0.7,Unknown,36,23,No,10
2021,November,Pakistan,30,32,37,32,Khanmigo,45,0.55,Unknown,34,21,No,6
2021,November,Nigeria,30,33,36,41,Khanmigo,42,0.52,Unknown,33,18,No,7
2021,November,Canada,32,32,32,56,Google Gemini,94,0.92,Active,33,18,Yes,1
2021,November,Australia,35,34,31,35,ChatGPT,96,0.93,Unknown,40,25,No,9
2021,December,US,40,35,37,49,ChatGPT,90,0.9,Active,43,26,No,8
2021,December,UK,40,37,32,30,Khanmigo,92,0.91,Unknown,45,28,No,7
2021,December,China,40,36,31,58,Khanmigo,70,0.75,Active,43,29,No,7
2021,December,India,31,34,31,21,Khanmigo,50,0.64,Unknown,32,16,No,3
2021,December,Germany,39,33,37,58,Google Gemini,93,0.94,Unknown,44,28,Yes,1
2021,December,Brazil,38,33,35,32,Microsoft Copilot,75,0.7,Active,38,27,Yes,4
2021,December,Pakistan,33,34,30,12,Google Gemini,45,0.55,Active,36,24,Yes,3
2021,December,Nigeria,38,31,31,8,Microsoft Copilot,42,0.52,Active,38,28,No,10
2021,December,Canada,40,33,35,57,Microsoft Copilot,94,0.92,Draft,43,30,Yes,5
2021,December,Australia,40,33,37,9,Microsoft Copilot,96,0.93,Draft,44,30,No,3
2022,January,US,35,41,42,18,Google Gemini,90,0.9,Active,39,24,Yes,3
2022,January,UK,36,36,37,56,Google Gemini,92,0.91,Active,37,25,No,1
2022,January,China,40,39,38,29,ChatGPT,70,0.75,Unknown,45,28,No,10
2022,January,India,39,38,40,43,ChatGPT,50,0.64,Draft,40,29,No,3
2022,January,Germany,38,36,39,56,ChatGPT,93,0.94,Draft,39,32,Yes,9
2022,January,Brazil,40,36,38,59,Microsoft Copilot,75,0.7,Unknown,40,30,Yes,3
2022,January,Pakistan,37,36,38,58,ChatGPT,45,0.55,Draft,38,29,No,4
2022,January,Nigeria,35,35,42,5,Google Gemini,42,0.52,Draft,40,21,Yes,5
2022,January,Canada,43,35,37,36,Khanmigo,94,0.92,Unknown,46,32,No,6
2022,January,Australia,38,38,40,42,Google Gemini,96,0.93,Active,43,24,No,7
2022,February,US,41,36,42,27,ChatGPT,90,0.9,Draft,45,28,Yes,5
2022,February,UK,45,36,36,12,Khanmigo,92,0.91,Draft,47,37,Yes,8
2022,February,China,39,37,36,10,ChatGPT,70,0.75,Draft,43,29,Yes,9
2022,February,India,36,42,39,6,ChatGPT,50,0.64,Active,36,31,Yes,1
2022,February,Germany,38,36,36,38,ChatGPT,93,0.94,Active,42,24,Yes,2
2022,February,Brazil,41,39,42,7,Google Gemini,75,0.7,Active,45,26,Yes,8
2022,February,Pakistan,40,37,35,38,Khanmigo,45,0.55,Unknown,43,28,Yes,3
2022,February,Nigeria,41,43,41,26,ChatGPT,42,0.52,Unknown,44,33,No,8
2022,February,Canada,39,43,41,10,Microsoft Copilot,94,0.92,Unknown,41,34,No,9
2022,February,Australia,38,42,42,39,Google Gemini,96,0.93,Unknown,40,25,No,2
2022,March,US,41,36,35,39,Microsoft Copilot,90,0.9,Active,41,33,Yes,7
2022,March,UK,38,38,36,29,Khanmigo,92,0.91,Unknown,41,32,Yes,9
2022,March,China,36,43,41,47,Khanmigo,70,0.75,Active,40,23,No,1
2022,March,India,42,36,37,25,Google Gemini,50,0.64,Draft,43,37,No,10
2022,March,Germany,44,40,42,14,ChatGPT,93,0.94,Active,46,29,No,1
2022,March,Brazil,41,40,39,17,Google Gemini,75,0.7,Active,45,30,Yes,1
2022,March,Pakistan,35,38,36,55,Khanmigo,45,0.55,Active,39,28,Yes,1
2022,March,Nigeria,41,35,40,13,Microsoft Copilot,42,0.52,Unknown,46,30,No,2
2022,March,Canada,45,41,37,25,Google Gemini,94,0.92,Unknown,48,36,Yes,6
2022,March,Australia,40,39,36,15,ChatGPT,96,0.93,Draft,42,27,Yes,5
2022,April,US,42,36,41,35,Google Gemini,90,0.9,Unknown,42,28,No,9
2022,April,UK,41,37,38,22,Microsoft Copilot,92,0.91,Draft,44,26,Yes,6
2022,April,China,42,36,41,20,Google Gemini,70,0.75,Unknown,42,27,Yes,6
2022,April,India,37,37,42,52,Khanmigo,50,0.64,Active,40,32,No,2
2022,April,Germany,39,40,39,29,ChatGPT,93,0.94,Active,39,31,No,8
2022,April,Brazil,44,35,39,19,ChatGPT,75,0.7,Active,45,31,No,6
2022,April,Pakistan,36,38,40,42,Microsoft Copilot,45,0.55,Active,41,25,Yes,7
2022,April,Nigeria,43,42,38,53,Microsoft Copilot,42,0.52,Active,45,28,Yes,8
2022,April,Canada,41,35,38,49,Microsoft Copilot,94,0.92,Active,42,27,No,3
2022,April,Australia,43,36,40,47,Microsoft Copilot,96,0.93,Active,43,36,No,6
2022,May,US,39,35,37,31,Google Gemini,90,0.9,Unknown,43,25,Yes,10
2022,May,UK,37,43,38,45,Khanmigo,92,0.91,Unknown,40,31,No,10
2022,May,China,37,39,36,36,Khanmigo,70,0.75,Active,39,30,No,10
2022,May,India,43,39,35,46,Microsoft Copilot,50,0.64,Active,47,30,Yes,3
2022,May,Germany,44,43,36,10,Microsoft Copilot,93,0.94,Draft,45,36,Yes,9
2022,May,Brazil,39,42,37,37,Microsoft Copilot,75,0.7,Active,40,34,Yes,10
2022,May,Pakistan,39,41,42,8,ChatGPT,45,0.55,Draft,43,25,No,5
2022,May,Nigeria,42,35,39,22,ChatGPT,42,0.52,Active,47,32,No,9
2022,May,Canada,37,43,37,54,Google Gemini,94,0.92,Active,41,29,Yes,7
2022,May,Australia,39,35,40,55,ChatGPT,96,0.93,Draft,43,28,Yes,1
2022,June,US,37,36,38,32,Microsoft Copilot,90,0.9,Active,38,30,Yes,3
2022,June,UK,41,39,42,14,Microsoft Copilot,92,0.91,Unknown,43,27,Yes,10
2022,June,China,38,37,37,18,ChatGPT,70,0.75,Draft,39,25,No,7
2022,June,India,37,42,42,18,Microsoft Copilot,50,0.64,Unknown,41,23,Yes,1
2022,June,Germany,36,43,36,37,ChatGPT,93,0.94,Unknown,40,29,No,3
2022,June,Brazil,44,37,40,23,ChatGPT,75,0.7,Unknown,49,38,No,8
2022,June,Pakistan,39,38,41,24,Microsoft Copilot,45,0.55,Draft,42,31,Yes,3
2022,June,Nigeria,45,39,35,32,Khanmigo,42,0.52,Active,50,33,No,10
2022,June,Canada,45,36,37,8,Google Gemini,94,0.92,Draft,46,33,Yes,4
2022,June,Australia,38,40,39,40,Khanmigo,96,0.93,Unknown,38,27,Yes,10
2022,July,US,38,43,35,5,Khanmigo,90,0.9,Active,38,31,Yes,10
2022,July,UK,41,35,36,8,Google Gemini,92,0.91,Unknown,45,31,No,7
2022,July,China,40,43,35,51,ChatGPT,70,0.75,Active,40,30,Yes,2
2022,July,India,44,35,36,46,Microsoft Copilot,50,0.64,Unknown,45,34,No,1
2022,July,Germany,37,41,35,36,Microsoft Copilot,93,0.94,Draft,40,28,No,6
2022,July,Brazil,36,39,39,23,Microsoft Copilot,75,0.7,Unknown,40,29,Yes,7
2022,July,Pakistan,35,42,35,30,Google Gemini,45,0.55,Active,39,20,Yes,4
2022,July,Nigeria,41,42,39,41,Khanmigo,42,0.52,Active,42,31,Yes,9
2022,July,Canada,40,42,35,12,Khanmigo,94,0.92,Draft,41,29,No,7
2022,July,Australia,39,39,36,35,Microsoft Copilot,96,0.93,Unknown,44,28,No,2
2022,August,US,44,36,38,12,ChatGPT,90,0.9,Unknown,44,31,No,2
2022,August,UK,45,36,36,29,Khanmigo,92,0.91,Active,45,31,Yes,5
2022,August,China,38,37,41,32,Google Gemini,70,0.75,Unknown,41,23,No,4
2022,August,India,42,41,35,14,Google Gemini,50,0.64,Unknown,45,27,Yes,4
2022,August,Germany,42,43,39,49,Google Gemini,93,0.94,Unknown,47,28,Yes,2
2022,August,Brazil,36,42,37,14,Google Gemini,75,0.7,Unknown,40,25,Yes,8
2022,August,Pakistan,41,36,41,26,Google Gemini,45,0.55,Unknown,43,29,Yes,7
2022,August,Nigeria,36,41,37,49,Google Gemini,42,0.52,Draft,40,31,Yes,10
2022,August,Canada,40,38,40,19,Google Gemini,94,0.92,Unknown,45,25,No,9
2022,August,Australia,39,36,42,50,Microsoft Copilot,96,0.93,Active,39,25,No,8
2022,September,US,45,36,41,31,ChatGPT,90,0.9,Active,50,34,No,10
2022,September,UK,44,38,37,5,Khanmigo,92,0.91,Draft,46,33,No,10
2022,September,China,35,43,39,18,Microsoft Copilot,70,0.75,Draft,35,27,Yes,5
2022,September,India,40,38,42,15,ChatGPT,50,0.64,Draft,43,28,Yes,4
2022,September,Germany,43,42,36,58,ChatGPT,93,0.94,Active,48,32,Yes,10
2022,September,Brazil,44,43,37,25,Microsoft Copilot,75,0.7,Draft,49,39,No,8
2022,September,Pakistan,43,36,39,59,Google Gemini,45,0.55,Active,47,36,No,9
2022,September,Nigeria,45,36,41,36,Google Gemini,42,0.52,Unknown,47,38,Yes,1
2022,September,Canada,36,35,35,22,Google Gemini,94,0.92,Unknown,38,22,Yes,3
2022,September,Australia,40,38,42,41,Khanmigo,96,0.93,Unknown,43,28,No,5
2022,October,US,43,40,41,28,Khanmigo,90,0.9,Draft,43,33,Yes,10
2022,October,UK,40,38,37,48,Google Gemini,92,0.91,Draft,40,33,No,6
2022,October,China,43,42,37,23,Google Gemini,70,0.75,Draft,47,28,No,5
2022,October,India,39,39,41,36,ChatGPT,50,0.64,Unknown,43,32,Yes,5
2022,October,Germany,36,41,37,14,Khanmigo,93,0.94,Unknown,41,28,Yes,5
2022,October,Brazil,39,41,42,45,Khanmigo,75,0.7,Unknown,41,31,Yes,6
2022,October,Pakistan,39,37,41,8,ChatGPT,45,0.55,Active,42,32,Yes,3
2022,October,Nigeria,39,40,42,34,ChatGPT,42,0.52,Active,41,29,Yes,2
2022,October,Canada,42,39,41,53,Microsoft Copilot,94,0.92,Draft,47,35,No,9
2022,October,Australia,43,43,40,56,Khanmigo,96,0.93,Unknown,46,34,No,2
2022,November,US,42,35,40,13,Khanmigo,90,0.9,Draft,46,37,No,5
2022,November,UK,42,37,42,10,Khanmigo,92,0.91,Draft,43,33,No,1
2022,November,China,41,39,37,32,Microsoft Copilot,70,0.75,Draft,45,29,No,4
2022,November,India,41,37,42,56,Microsoft Copilot,50,0.64,Draft,46,28,Yes,9
2022,November,Germany,35,43,39,17,ChatGPT,93,0.94,Unknown,35,25,Yes,7
2022,November,Brazil,40,36,36,44,ChatGPT,75,0.7,Active,42,35,No,1
2022,November,Pakistan,36,41,37,16,Microsoft Copilot,45,0.55,Active,39,26,Yes,8
2022,November,Nigeria,35,36,42,57,Khanmigo,42,0.52,Active,35,25,No,4
2022,November,Canada,41,39,37,36,Google Gemini,94,0.92,Unknown,42,36,Yes,3
2022,November,Australia,43,38,37,49,Google Gemini,96,0.93,Draft,45,37,Yes,9
2022,December,US,45,37,38,25,Khanmigo,90,0.9,Active,48,31,Yes,10
